id,active,civicAddress,aptNumber,street,city,neighbourhood,province,postalCode,country,listingType,price,livingArea,propertyAre,numOfBedrooms,numOfBathrooms,numOfFloors,yearBuilt,listedDate,propertyType
351,0,77,371,Norway Maple,Montreal,Martensville,Quebec,O1H 5T0,Canada,sale,68921384,2597,6194,6,3,3,1973-01-01,2019-08-18,triplex
352,0,9,770,Valley Edge,Montreal,Sarnia,Quebec,Q6F 9W8,Canada,rent,2299,4203,5187,7,6,10,1978-01-01,2010-12-25,studio
353,1,6,705,Mosinee,Montreal,Metchosin,Quebec,P7Y 7I5,Canada,sale,33566925,4206,3260,2,10,9,1922-01-01,2023-09-21,triplex
354,1,5358,192,Mosinee,Montreal,Lewisporte,Quebec,J5M 5A3,Canada,sale,69025812,2583,9281,9,4,4,1923-01-01,2017-08-07,duplex
355,1,4595,525,Raven,Montreal,L\'Épiphanie,Quebec,B4E 6P3,Canada,sale,88072495,1681,1800,5,3,7,2003-01-01,2014-09-14,single-family
356,1,323,460,Leroy,Montreal,Devon,Quebec,W1B 3N2,Canada,sale,32453416,4014,3234,10,2,3,1939-01-01,2013-03-16,single-family
357,1,6963,671,Clove,Montreal,Chester,Quebec,V9H 5L4,Canada,sale,45622582,4703,1683,6,3,6,1968-01-01,2018-07-26,duplex
358,1,479,679,Ridgeview,Montreal,Princeville,Quebec,Q4H 1P4,Canada,rent,9525,3628,5917,8,3,8,1916-01-01,2020-07-09,duplex
359,0,0,135,Porter,Montreal,Chase,Quebec,O6M 7G7,Canada,rent,9801,4525,7983,8,1,10,1972-01-01,2023-05-07,condominium
360,1,13,141,Bunker Hill,Montreal,Princeton,Quebec,Y2V 8Q1,Canada,sale,50343163,3519,2638,2,9,9,1917-01-01,2015-10-01,duplex
361,1,284,182,Eastlawn,Montreal,Markham,Quebec,U8E 8L6,Canada,sale,80465918,3588,6479,4,3,2,1992-01-01,2011-08-28,duplex
362,1,83,110,Logan,Montreal,Sydney Mines,Quebec,Y7A 8I5,Canada,sale,47767426,4158,9293,1,4,4,2013-01-01,2017-07-17,quadruplex
363,1,5017,598,Darwin,Montreal,Dollard-Des Ormeaux,Quebec,C4D 6P4,Canada,sale,73231171,2391,8246,4,8,3,2013-01-01,2012-08-31,single-family
364,1,8460,454,Main,Montreal,Kitchener,Quebec,G0G 5A7,Canada,rent,2628,4425,1908-01-01,5,8,10,1943-01-01,2018-04-25,condominium
365,1,4903,954,Service,Montreal,Agassiz,Quebec,C3A 5M5,Canada,rent,7402,378,9231,3,7,7,1950-01-01,2015-11-20,condominium
366,1,1,128,Helena,Montreal,Antigonish,Quebec,F9Q 6D5,Canada,rent,3902,1031,3811,4,2,8,1946-01-01,2022-03-22,duplex
367,0,44,990,Springview,Montreal,Hanna,Quebec,K6Q 9G5,Canada,rent,5213,1431,9294,2,7,7,2005-01-01,2019-05-25,studio
368,1,207,619,Warbler,Montreal,Banff,Quebec,X0V 5Y1,Canada,rent,8302,3168,6994,7,10,9,1961-01-01,2020-11-02,other
369,0,4133,291,Pleasure,Montreal,Saguenay,Quebec,B4R 7E9,Canada,sale,86766287,2251,7804,7,2,8,1953-01-01,2019-07-26,townhouse
370,1,392,333,Jana,Montreal,Danville,Quebec,Q7D 3W8,Canada,sale,9202187,170,5161,3,2,8,1924-01-01,2021-12-08,triplex
371,1,934,357,Delaware,Montreal,Virden,Quebec,M4F 6D1,Canada,sale,75000522,273,9582,10,9,2,1964-01-01,2018-03-02,single-family
372,1,0,817,Fulton,Montreal,Altona,Quebec,O8E 2O9,Canada,sale,82686587,4299,8209,8,4,8,1985-01-01,2014-04-01,condominium
373,1,594,921,Towne,Montreal,Renfrew,Quebec,S1T 5P8,Canada,sale,65617448,640,2781,5,9,5,1998-01-01,2021-05-02,studio
374,1,3,205,Havey,Montreal,Saint-Eustache,Quebec,F0F 1U8,Canada,rent,8937,2783,8812,10,6,2,1978-01-01,2018-08-29,triplex
375,1,430,239,Springview,Montreal,Sussex,Quebec,R5O 0V5,Canada,rent,5390,2572,5667,9,2,4,1967-01-01,2018-12-21,townhouse
376,1,985,459,Grayhawk,Montreal,Calmar,Quebec,S6F 1J6,Canada,rent,9373,2591,9574,8,6,3,1970-01-01,2016-11-02,triplex
377,1,10329,676,Loftsgordon,Montreal,Notre-Dame-des-Prairies,Quebec,X8J 7E7,Canada,sale,53458387,735,1899,10,6,5,1965-01-01,2011-06-04,studio
378,1,78852,808,Arizona,Montreal,Kitchener,Quebec,H6K 5A0,Canada,rent,4534,4179,1542,1,6,8,1984-01-01,2022-02-19,triplex
379,1,35349,479,Shopko,Montreal,Taber,Quebec,E4O 8B1,Canada,rent,9160,3783,5876,6,6,1,1960-01-01,2022-08-29,single-family
380,1,797,254,Dwight,Montreal,Gravelbourg,Quebec,S0N 7D8,Canada,rent,1489,3017,3735,10,4,6,2009-01-01,2014-03-14,single-family
381,1,909,388,Straubel,Montreal,La Ronge,Quebec,W7U 3C5,Canada,rent,5995,4492,2595,7,2,7,1972-01-01,2011-07-09,studio
382,1,710,833,Oak Valley,Montreal,La Tuque,Quebec,G0V 7G0,Canada,rent,5229,1512,7612,2,3,10,1956-01-01,2017-11-22,triplex
383,1,4299,286,Union,Montreal,Kapuskasing,Quebec,I5A 4M0,Canada,sale,28877217,3131,8425,5,4,7,1992-01-01,2014-09-27,studio
384,1,366,948,Kim,Montreal,Mirabel,Quebec,X2P 7Z2,Canada,sale,8263718,4194,8627,4,2,5,1929-01-01,2012-01-02,duplex
385,1,7,315,Farwell,Montreal,Leduc,Quebec,Y1Q 8D7,Canada,sale,39962085,4393,8066,10,9,2,1979-01-01,2010-06-15,triplex
386,0,41,485,Monterey,Montreal,Golden,Quebec,Q4K 6D2,Canada,sale,65097706,4725,9121,8,10,9,1903-01-01,2016-03-18,townhouse
387,1,950,564,Shopko,Montreal,Edson,Quebec,P2E 8E2,Canada,sale,88083609,4976,2981,1,2,1,1966-01-01,2021-12-27,triplex
388,1,25,276,Russell,Montreal,Watrous,Quebec,W7C 8M8,Canada,sale,21494402,300,6287,2,8,9,1925-01-01,2018-04-29,condominium
389,1,69316,901,3rd,Montreal,Killam,Quebec,A3R 9P3,Canada,rent,4155,3667,4936,2,6,1,1963-01-01,2020-11-28,duplex
390,1,5144,180,Little Fleur,Montreal,Rivière-du-Loup,Quebec,N1X 2M5,Canada,sale,25692833,2804,1326,3,7,9,1910-01-01,2016-02-29,quadruplex
391,1,2413,900,Jana,Montreal,Aylmer,Quebec,X3L 8M3,Canada,rent,4653,1869,5622,4,9,2,1906-01-01,2011-04-15,duplex
392,1,4015,925,Prentice,Montreal,Canmore,Quebec,A0D 9E3,Canada,rent,3175,4267,7315,7,2,7,1985-01-01,2021-08-12,quadruplex
393,1,9,636,Manufacturers,Montreal,Ucluelet,Quebec,Y1I 5B7,Canada,rent,6069,1984-01-01,5001,4,3,4,1983-01-01,2019-03-28,townhouse
394,1,4,517,Caliangt,Montreal,Prévost,Quebec,L9Y 4Y8,Canada,rent,6405,911,8776,6,9,1,1908-01-01,2015-07-25,triplex
395,1,5,255,Parkside,Montreal,Varennes,Quebec,H9M 3P5,Canada,rent,4909,4841,8555,10,1,9,1984-01-01,2014-06-16,studio
396,1,68647,605,Holy Cross,Montreal,Milton,Quebec,A4V 9J1,Canada,rent,2109,3245,7441,8,8,9,1934-01-01,2014-04-28,triplex
397,1,98,799,Randy,Montreal,Lethbridge,Quebec,J1P 3X3,Canada,rent,7112,3826,2906,6,1,9,1980-01-01,2019-08-08,quadruplex
398,1,547,724,Leroy,Montreal,Fairview,Quebec,T3M 5P3,Canada,sale,70887101,3184,3432,6,7,8,2008-01-01,2013-04-02,townhouse
399,1,86300,451,Northview,Montreal,Lloydminster,Quebec,U9G 8B5,Canada,sale,33956779,3881,5442,4,6,2,2009-01-01,2012-04-03,studio
400,1,35802,543,Vahlen,Montreal,Greenwood,Quebec,B5Z 0I9,Canada,sale,34906450,4898,8613,9,9,7,1996-01-01,2020-01-08,triplex
401,1,19,419,Ramsey,Montreal,Baie-Comeau,Quebec,B5P 7T4,Canada,rent,7266,1740,7048,5,6,8,1933-01-01,2021-07-12,quadruplex
402,1,4,712,Kings,Montreal,Port Hawkesbury,Quebec,X1U 9T3,Canada,rent,7896,1423,6469,9,5,6,2011-01-01,2022-04-30,condominium
403,0,595,377,Northview,Montreal,Gibsons,Quebec,Z4N 6Z1,Canada,rent,5202,3504,6135,9,6,1,1983-01-01,2013-07-28,condominium
404,1,15,588,Drewry,Montreal,Rosthern,Quebec,M9O 0H8,Canada,rent,9084,3390,9018,1,9,10,1926-01-01,2019-07-02,condominium
405,1,95116,167,Johnson,Montreal,Joliette,Quebec,S1I 1J1,Canada,rent,6854,3145,3024,2,10,8,2002-01-01,2015-02-01,single-family
406,1,1360,458,Lake View,Montreal,Montréal,Quebec,F5F 5K3,Canada,sale,99006908,4603,2611,7,4,5,1919-01-01,2021-04-15,studio
407,1,47533,810,Amoth,Montreal,Drummondville,Quebec,U2H 5B1,Canada,rent,6884,4022,1415,10,4,1,1929-01-01,2016-04-08,townhouse
408,1,6262,385,Warner,Montreal,Maple Creek,Quebec,E0E 3P0,Canada,rent,6884,3780,4887,6,4,2,1954-01-01,2023-09-13,condominium
409,0,7,207,Graedel,Montreal,Saint John,Quebec,B8R 8J9,Canada,sale,49764806,1365,1777,6,10,5,1934-01-01,2020-12-23,quadruplex
410,0,8,755,Sunnyside,Montreal,Lac-Brome,Quebec,H0M 6O9,Canada,sale,35954243,3335,7466,8,6,4,1951-01-01,2013-05-18,single-family
411,1,0,594,Barby,Montreal,Saint-Augustin,Quebec,W9K 0N6,Canada,sale,44191788,2740,9378,1,3,4,1947-01-01,2013-11-18,condominium
412,1,648,338,Grover,Montreal,Ladner,Quebec,R9P 9D5,Canada,sale,672558,3898,5618,10,6,5,1920-01-01,2020-05-12,duplex
413,1,6,811,Continental,Montreal,High River,Quebec,W1Q 3C0,Canada,sale,68042998,2405,9030,4,9,5,1902-01-01,2019-12-30,condominium
414,1,75,513,Ludington,Montreal,Marystown,Quebec,V9N 7M3,Canada,sale,94304220,2756,1484,1,8,3,1966-01-01,2022-07-10,triplex
415,1,2,984,Buena Vista,Montreal,Bécancour,Quebec,G5A 2M3,Canada,rent,266,4881,7511,2,7,7,1968-01-01,2020-09-09,triplex
416,1,457,593,Clove,Montreal,Pilot Butte,Quebec,P5I 4V6,Canada,sale,99571486,4787,6085,6,8,5,1978-01-01,2021-04-12,single-family
417,1,0,878,Pine View,Montreal,Waterloo,Quebec,L4Y 6L9,Canada,rent,737,121,2932,6,3,5,1970-01-01,2023-05-29,other
418,0,245,624,Gerald,Montreal,Bécancour,Quebec,B2S 8W5,Canada,sale,65453728,2158,1412,3,8,4,2017-01-01,2023-07-31,duplex
419,0,6937,760,Mccormick,Montreal,Kugluktuk,Quebec,O6M 8Y0,Canada,sale,87244831,4531,3723,2,2,9,1976-01-01,2012-07-15,condominium
420,1,572,768,Pleasure,Montreal,Langford,Quebec,F0H 7B7,Canada,rent,3594,1358,5585,8,10,1,1942-01-01,2019-03-24,duplex
421,1,62,772,Fordem,Montreal,Grande Prairie,Quebec,P9Q 7Y1,Canada,rent,674,3185,4230,3,3,4,1933-01-01,2015-01-11,single-family
422,1,81,357,Buhler,Montreal,Cochrane,Quebec,P2Q 0V2,Canada,rent,8005,3074,3408,7,8,4,1913-01-01,2011-10-13,other
423,1,73568,839,Drewry,Montreal,Lavaltrie,Quebec,F4S 1D1,Canada,sale,60616027,915,1469,3,8,3,1989-01-01,2012-03-23,townhouse
424,1,6278,254,Clyde Gallagher,Montreal,Cowansville,Quebec,V5Y 5I3,Canada,rent,9927,230,2831,3,4,7,1944-01-01,2023-03-25,single-family
425,1,58,805,Packers,Montreal,Edson,Quebec,V2D 6M8,Canada,rent,8655,3716,4797,8,6,9,1926-01-01,2022-01-12,studio
426,1,3,349,Montana,Montreal,Shediac,Quebec,M7W 4V1,Canada,rent,3150,1489,8665,4,6,8,1915-01-01,2015-11-02,duplex
427,1,74,311,Manitowish,Montreal,Longueuil,Quebec,N8X 3W6,Canada,sale,39362162,4723,7733,1,2,6,1926-01-01,2018-12-02,studio
428,1,127,697,Grim,Montreal,Cornwall,Quebec,R4F 9K5,Canada,rent,7874,4703,1309,5,7,10,2017-01-01,2011-11-30,condominium
429,1,8686,758,Delaware,Montreal,Port-Cartier,Quebec,Z8P 5F3,Canada,rent,7202,3953,9138,8,1,4,1902-01-01,2022-03-17,duplex
430,1,544,763,Dapin,Montreal,Vanderhoof,Quebec,L5V 3Z9,Canada,rent,1006,876,9104,5,5,4,1917-01-01,2020-08-22,condominium
431,1,7,492,Melvin,Montreal,Port Moody,Quebec,T9Q 7F1,Canada,sale,53368499,279,6723,5,5,2,1919-01-01,2014-02-11,duplex
432,1,5,748,Summit,Montreal,Rayside-Balfour,Quebec,N0K 6I6,Canada,rent,9473,2068,9884,4,7,2,1931-01-01,2023-06-17,townhouse
433,1,78,686,Beilfuss,Montreal,Lebel-sur-Quévillon,Quebec,R2W 1E6,Canada,sale,31760555,1692,1679,7,7,2,1971-01-01,2014-04-25,studio
434,1,17779,538,Riverside,Montreal,Saint-Lin-Laurentides,Quebec,K6O 2N9,Canada,rent,5548,3107,6398,6,5,4,1982-01-01,2011-08-12,single-family
435,1,73059,974,Onsgard,Montreal,Keswick,Quebec,L5T 8H2,Canada,sale,7279145,3906,9379,6,3,1,1963-01-01,2018-07-03,quadruplex
436,1,30574,789,Anthes,Montreal,Mont-Saint-Hilaire,Quebec,L7V 6B9,Canada,rent,1646,3394,6481,2,10,2,1906-01-01,2021-12-18,studio
437,1,2,291,Mayfield,Montreal,Raymond,Quebec,F1N 2R5,Canada,rent,3093,1721,6642,8,1,4,1991-01-01,2018-06-19,other
438,1,811,861,Saint Paul,Montreal,Lewisporte,Quebec,R5I 0X3,Canada,rent,1266,3566,3290,3,5,3,1920-01-01,2013-04-07,quadruplex
439,1,4,818,7th,Montreal,Grimshaw,Quebec,T1L 9K0,Canada,sale,99921128,1512,7855,7,6,2,1988-01-01,2017-09-01,studio
440,1,21885,397,Loeprich,Montreal,Winnipeg,Quebec,N5G 4T6,Canada,sale,46004515,1163,5051,2,1,5,1952-01-01,2022-05-12,quadruplex
441,1,19,119,Hovde,Montreal,La Sarre,Quebec,U6H 6B5,Canada,sale,87098601,3887,9006,4,5,5,1919-01-01,2010-03-09,duplex
442,1,80,196,Oriole,Montreal,Dollard-Des Ormeaux,Quebec,Y3K 6L4,Canada,rent,9813,4798,7858,9,6,8,1908-01-01,2018-11-25,quadruplex
443,1,847,113,Linden,Montreal,Vanderhoof,Quebec,J5F 4V4,Canada,rent,1415,1763,7598,9,7,5,1944-01-01,2010-09-13,duplex
444,1,917,711,Eggendart,Montreal,Asbestos,Quebec,A2I 9U1,Canada,sale,26655581,192,7698,2,10,3,2006-01-01,2022-11-29,quadruplex
445,1,78,457,Leroy,Montreal,Port Colborne,Quebec,I3H 9F7,Canada,sale,77570313,2097,4413,10,6,7,2010-01-01,2016-02-01,triplex
446,1,916,539,Service,Montreal,Airdrie,Quebec,D0A 4Y6,Canada,rent,8370,4004,3923,10,6,6,2018-01-01,2010-02-14,studio
447,1,156,952,Menomonie,Montreal,Jonquière,Quebec,N3P 0O5,Canada,rent,3330,2653,4196,1,3,4,1961-01-01,2021-06-03,single-family
448,0,9226,766,Oak,Montreal,Petrolia,Quebec,P9Y 7W6,Canada,rent,3268,3551,2500,10,8,9,1921-01-01,2021-04-16,condominium
449,1,9287,821,Thompson,Montreal,Viking,Quebec,V2M 7H0,Canada,sale,33079290,1414,4028,7,9,9,1951-01-01,2018-06-30,single-family
450,1,314,507,Dorton,Montreal,Oxbow,Quebec,G9X 0V4,Canada,sale,90031545,3058,9339,4,1,5,1928-01-01,2012-09-27,condominium
451,1,389,782,Granby,Montreal,Biggar,Quebec,F6D 7Y3,Canada,sale,55190759,2509,8959,9,7,7,1959-01-01,2013-09-27,townhouse
452,1,77,921,Debs,Montreal,Medicine Hat,Quebec,I5U 5K7,Canada,rent,620,1860,3557,1,6,7,1902-01-01,2013-06-05,other
453,1,458,281,Grasskamp,Montreal,Otterburn Park,Quebec,C5K 4K1,Canada,sale,50012484,2809,9757,2,7,8,1927-01-01,2013-09-10,single-family
454,1,5346,690,Buhler,Montreal,Stony Plain,Quebec,P8T 1Y0,Canada,rent,5796,3317,4662,2,3,7,1940-01-01,2010-12-11,triplex
455,1,2,663,Vahlen,Montreal,Dorchester,Quebec,H2X 9Y8,Canada,rent,6505,3864,3438,2,9,5,2017-01-01,2021-04-25,quadruplex
456,1,0,184,Dexter,Montreal,Lac-Mégantic,Quebec,L0O 3J0,Canada,sale,73812997,589,6864,1,5,7,1965-01-01,2019-01-24,condominium
457,1,25088,665,Little Fleur,Montreal,Nelson,Quebec,E7E 9I3,Canada,rent,8912,1828,3680,1,7,6,1924-01-01,2010-09-08,triplex
458,0,5,278,Swallow,Montreal,Niagara Falls,Quebec,R7T 1E7,Canada,sale,44042568,2210,5497,3,7,3,1922-01-01,2016-12-03,condominium
459,1,710,757,Crest Line,Montreal,Côte-Saint-Luc,Quebec,M7Y 5D6,Canada,sale,60074317,854,5051,9,6,10,1988-01-01,2014-09-22,other
460,1,2,464,Ridge Oak,Montreal,Saint-Jérôme,Quebec,P8Q 2R0,Canada,sale,86568707,241,2116,4,9,1,1941-01-01,2012-02-25,other
461,1,75,886,Pennsylvania,Montreal,Lloydminster,Quebec,N0E 7A0,Canada,sale,93429374,2992,6105,8,10,3,2022-01-01,2022-10-15,quadruplex
462,1,6,699,Little Fleur,Montreal,Sussex,Quebec,D7S 7V2,Canada,rent,1603,300,8323,5,10,3,1936-01-01,2017-10-29,townhouse
463,1,67366,706,Melby,Montreal,Dieppe,Quebec,X5A 9I7,Canada,sale,87311880,543,6789,2,3,8,1924-01-01,2018-05-08,single-family
464,1,39,600,Sunnyside,Montreal,Forestville,Quebec,I1C 9M5,Canada,sale,7774744,1987-01-01,1838,4,1,4,1969-01-01,2014-02-07,condominium
465,1,59238,477,Springview,Montreal,Berthierville,Quebec,H7T 9K3,Canada,rent,8433,2906,5647,9,4,8,1975-01-01,2011-09-27,studio
466,1,228,364,Pankratz,Montreal,Marathon,Quebec,O7S 1U4,Canada,sale,85076890,4120,5756,3,1,5,1919-01-01,2017-07-09,duplex
467,1,70134,320,Hooker,Montreal,Roblin,Quebec,T8T 8N7,Canada,rent,770,4699,8515,1,1,5,1902-01-01,2012-12-30,single-family
468,1,253,245,Magdeline,Montreal,Roberval,Quebec,G7Q 3V7,Canada,sale,23910766,1263,5509,9,3,5,1984-01-01,2014-02-24,quadruplex
469,1,61,937,Washington,Montreal,Cowansville,Quebec,D7R 6S0,Canada,sale,48557279,4754,9008,8,10,9,1946-01-01,2020-05-27,single-family
470,1,202,190,Division,Montreal,Dauphin,Quebec,Y9Z 3V7,Canada,rent,1137,149,2803,7,4,4,1919-01-01,2012-02-12,condominium
471,1,5,940,Coleman,Montreal,Iroquois Falls,Quebec,B3V 9Z6,Canada,rent,7574,3132,2158,3,4,9,2009-01-01,2014-08-07,quadruplex
472,1,31798,765,Laurel,Montreal,Maple Creek,Quebec,D3Q 3L2,Canada,rent,1255,4357,9637,1,1,2,1944-01-01,2018-08-23,single-family
473,1,6,495,Cordelia,Montreal,Val-d\'Or,Quebec,Q1E 8U1,Canada,sale,52463852,493,3138,3,7,1,1966-01-01,2015-10-24,single-family
474,1,12,728,Mosinee,Montreal,Swan Hills,Quebec,W1M 6V6,Canada,rent,2639,3873,6588,8,5,1,1919-01-01,2015-09-18,single-family
475,1,85782,221,Sutteridge,Montreal,Wabana,Quebec,E9X 1F3,Canada,sale,67390003,4629,4036,6,9,8,1917-01-01,2021-10-31,condominium
476,1,86,733,Schlimgen,Montreal,Nelson,Quebec,T5Q 3D0,Canada,sale,58547049,2573,1425,5,8,4,1930-01-01,2012-07-21,studio
477,1,449,275,Graceland,Montreal,Amherstburg,Quebec,C3N 1N8,Canada,sale,48222881,4552,4883,3,7,8,1954-01-01,2019-09-21,studio
478,1,18,506,Washington,Montreal,Lewisporte,Quebec,C5W 2R4,Canada,rent,6039,866,4292,5,1,2,1907-01-01,2013-08-07,townhouse
479,1,727,161,Clove,Montreal,Taber,Quebec,W7W 2E7,Canada,sale,29615932,1077,6476,7,7,5,1967-01-01,2011-06-06,townhouse
480,1,613,919,7th,Montreal,Kerrobert,Quebec,T7V 5P9,Canada,sale,72831203,2614,4393,4,10,8,2022-01-01,2018-08-17,duplex
481,0,802,402,Lunder,Montreal,Lanigan,Quebec,R8H 7O3,Canada,rent,8608,1010,8251,1,10,7,1951-01-01,2023-04-08,townhouse
482,1,36,716,Morningstar,Montreal,Amos,Quebec,T7L 0P7,Canada,sale,1906-01-018019,3468,5171,2,3,3,2010-01-01,2010-06-05,studio
483,1,15,291,American,Montreal,Lévis,Quebec,D5I 6W1,Canada,rent,8192,429,2240,7,10,2,1989-01-01,2014-09-07,townhouse
484,1,480,926,Waxwing,Montreal,Jasper Park Lodge,Quebec,F4G 2F8,Canada,sale,38265893,3327,5187,6,1,5,1953-01-01,2018-04-22,other
485,1,12,334,Bonner,Montreal,Milton,Quebec,W2Q 0E6,Canada,rent,1436,2769,8551,9,6,4,1911-01-01,2021-10-15,other
486,1,66,706,Mayer,Montreal,Virden,Quebec,J8A 1Z7,Canada,rent,1860,2943,4485,2,3,4,1959-01-01,2021-03-01,duplex
487,1,9,697,Nobel,Montreal,Lions Bay,Quebec,D1U 0C3,Canada,rent,6122,3809,1474,2,2,6,2009-01-01,2022-07-07,townhouse
488,1,21299,212,Ludington,Montreal,Papineauville,Quebec,T0A 5W2,Canada,sale,71474034,1316,1062,2,2,2,1929-01-01,2021-05-14,triplex
489,1,540,621,Roxbury,Montreal,Swan Hills,Quebec,P1T 5T6,Canada,rent,7821,4093,3594,9,10,1,1937-01-01,2023-03-25,condominium
490,1,3753,581,Lakewood Gardens,Montreal,Thetford-Mines,Quebec,T4T 4X2,Canada,sale,49315045,3608,2339,7,6,3,1973-01-01,2014-01-27,studio
491,1,66982,867,Hallows,Montreal,Okanagan,Quebec,F6G 6X0,Canada,sale,81051751,4873,2803,3,9,2,1976-01-01,2013-03-21,other
492,1,973,516,Dixon,Montreal,Amherst,Quebec,M8G 2S0,Canada,rent,7554,144,7810,4,8,10,1973-01-01,2017-10-20,condominium
493,0,7074,674,Paget,Montreal,Dorval,Quebec,H5Q 4H4,Canada,rent,1777,1732,6404,9,2,7,1954-01-01,2021-08-12,quadruplex
494,1,421,847,Stephen,Montreal,Varennes,Quebec,A6U 0K7,Canada,sale,58153324,4279,3187,1,5,7,1924-01-01,2010-08-13,townhouse
495,1,41,262,Autumn Leaf,Montreal,Farnham,Quebec,X1T 7R7,Canada,sale,62170261,4274,5184,3,7,9,1943-01-01,2016-02-18,condominium
496,1,31,241,Dawn,Montreal,Irricana,Quebec,Z0N 1X9,Canada,rent,6187,2429,8292,5,6,7,1911-01-01,2011-02-19,studio
497,1,9744,915,Union,Montreal,Osoyoos,Quebec,M7K 6Q7,Canada,sale,29484347,2082,7434,4,8,5,1906-01-01,2013-08-24,studio
498,1,429,477,Crownhardt,Montreal,Baie-D\'Urfé,Quebec,R0N 0J2,Canada,rent,3715,4731,8808,6,7,10,1992-01-01,2019-08-11,duplex
499,1,807,812,Cascade,Montreal,Boisbriand,Quebec,D5J 3L3,Canada,sale,16990011,3385,9433,7,7,9,1945-01-01,2016-08-02,triplex
500,1,3110,898,Hovde,Montreal,Pasadena,Quebec,Y5Y 6G8,Canada,rent,5514,1851,8358,6,8,4,1989-01-01,2012-08-25,townhouse
501,1,80,112,Barnett,Montreal,Waterloo,Quebec,H8Y 9D9,Canada,rent,1899,1785,4879,2,7,6,1968-01-01,2014-12-30,studio
502,1,796,245,Springs,Montreal,Anmore,Quebec,T6O 3T6,Canada,rent,4864,743,4532,8,3,2,2005-01-01,2021-05-26,studio
503,1,35,537,Mayfield,Montreal,Golden,Quebec,Z3B 6U4,Canada,sale,76527506,4444,9646,8,6,1,1984-01-01,2013-10-21,other
504,1,578,653,Oxford,Montreal,Daveluyville,Quebec,Y8W 7I6,Canada,sale,10147104,2716,2035,10,3,9,1920-01-01,2022-05-09,duplex
505,1,5508,540,Lakewood,Montreal,Owen Sound,Quebec,C9G 0P0,Canada,rent,8281,1387,1985-01-01,1,10,5,2012-01-01,2015-05-05,condominium
506,1,6,894,Leroy,Montreal,Sainte-Anne-des-Monts,Quebec,C4B 0I9,Canada,sale,84852543,281,7707,4,7,4,1951-01-01,2011-03-03,quadruplex
507,1,5540,656,Emmet,Montreal,Calgary,Quebec,V1T 1S7,Canada,rent,2817,3391,3956,2,6,1,1968-01-01,2016-03-22,quadruplex
508,1,321,860,Anhalt,Montreal,Langenburg,Quebec,R9J 6M9,Canada,sale,93425963,1504,6521,10,9,9,1918-01-01,2018-09-25,condominium
509,1,6,691,Waubesa,Montreal,Middleton,Quebec,R5T 2E9,Canada,rent,3329,2932,6425,2,2,8,1987-01-01,2012-02-17,duplex
510,1,281,189,La Follette,Montreal,Kugluktuk,Quebec,U8Z 1V4,Canada,rent,7584,2123,8468,4,4,5,1996-01-01,2015-02-24,townhouse
511,1,21244,208,Vermont,Montreal,Cowansville,Quebec,R4I 3T7,Canada,sale,81517373,1350,9877,1,5,9,2002-01-01,2019-08-21,other
512,0,657,565,Mendota,Montreal,Cabano,Quebec,O9Y 7C6,Canada,sale,33074330,2800,2040,8,10,8,1996-01-01,2011-03-26,duplex
513,0,59134,908,Onsgard,Montreal,Vegreville,Quebec,V2R 3S4,Canada,sale,12853395,2065,1171,10,5,1,1949-01-01,2014-07-07,triplex
514,1,68744,204,Dayton,Montreal,Victoriaville,Quebec,L2Q 0W0,Canada,rent,8537,1373,9428,8,3,9,1905-01-01,2020-08-22,other
515,1,89,743,Hudson,Montreal,Irricana,Quebec,O5Q 7J1,Canada,rent,4058,4589,2242,5,8,8,1929-01-01,2015-09-01,single-family
516,1,0,150,Sachtjen,Montreal,Saint-Raymond,Quebec,P0C 0G7,Canada,rent,9893,1535,7740,7,9,5,1909-01-01,2015-10-28,townhouse
517,1,9,453,La Follette,Montreal,Virden,Quebec,F8J 2S7,Canada,sale,48604399,2854,9190,8,3,5,1951-01-01,2011-09-03,single-family
518,1,80733,710,Dakota,Montreal,Saint-Augustin-de-Desmaures,Quebec,R6H 3U1,Canada,rent,8715,1945-01-01,6859,7,6,3,1976-01-01,2017-11-20,quadruplex
519,1,0,489,Autumn Leaf,Montreal,Ladner,Quebec,F7F 5V2,Canada,rent,9213,3045,2100,3,5,5,1966-01-01,2022-03-08,condominium
520,1,628,256,Miller,Montreal,Moosomin,Quebec,M9V 3L1,Canada,sale,59991807,1768,6599,4,4,8,1967-01-01,2014-01-06,triplex
521,0,4248,325,Ronald Regan,Montreal,Trois-Rivières,Quebec,D2V 6T6,Canada,sale,65486838,2568,5562,5,6,7,1978-01-01,2018-05-27,quadruplex
522,1,990,327,Evergreen,Montreal,Woodstock,Quebec,I8K 1N0,Canada,sale,61647795,1261,6640,3,4,4,1963-01-01,2011-05-31,condominium
523,1,42626,530,Tennyson,Montreal,Mont-Tremblant,Quebec,P8I 1R4,Canada,sale,58658359,317,8166,6,6,7,1975-01-01,2010-09-07,duplex
524,1,73,278,Del Mar,Montreal,Morinville,Quebec,G8W 9V9,Canada,rent,578,1688,3496,4,5,10,1945-01-01,2015-11-01,quadruplex
525,1,6503,660,Crest Line,Montreal,Waterloo,Quebec,Z8H 6O9,Canada,rent,9539,4783,9544,2,6,8,1903-01-01,2015-12-11,studio
